fecha,valor
2023-08-22 04:00:00+00:00,36088.46
2023-08-23 04:00:00+00:00,36093.11
2023-08-24 04:00:00+00:00,36097.76
2023-08-25 04:00:00+00:00,36102.41
2023-08-26 04:00:00+00:00,36107.06
2023-08-27 04:00:00+00:00,36111.71
2023-08-28 04:00:00+00:00,36116.36
2023-08-29 04:00:00+00:00,36121.01
2023-08-30 04:00:00+00:00,36125.66
2023-08-31 04:00:00+00:00,36130.31
2023-09-01 04:00:00+00:00,36134.97
2023-09-02 04:00:00+00:00,36139.62
2023-09-03 04:00:00+00:00,36144.27
2023-09-04 03:00:00+00:00,36148.93
2023-09-05 03:00:00+00:00,36153.58
2023-09-06 03:00:00+00:00,36158.24
2023-09-07 03:00:00+00:00,36162.9
2023-09-08 03:00:00+00:00,36167.55
2023-09-09 03:00:00+00:00,36172.21
2023-09-10 03:00:00+00:00,36173.42
2023-09-11 03:00:00+00:00,36174.62
2023-09-12 03:00:00+00:00,36175.83
2023-09-13 03:00:00+00:00,36177.03
2023-09-14 03:00:00+00:00,36178.24
2023-09-15 03:00:00+00:00,36179.44
2023-09-16 03:00:00+00:00,36180.65
2023-09-17 03:00:00+00:00,36181.85
2023-09-18 03:00:00+00:00,36183.06
2023-09-19 03:00:00+00:00,36184.26
2023-09-20 03:00:00+00:00,36185.47
2023-09-21 03:00:00+00:00,36186.67
2023-09-22 03:00:00+00:00,36187.88
2023-09-23 03:00:00+00:00,36189.09
2023-09-24 03:00:00+00:00,36190.29
2023-09-25 03:00:00+00:00,36191.5
2023-09-26 03:00:00+00:00,36192.7
2023-09-27 03:00:00+00:00,36193.91
2023-09-28 03:00:00+00:00,36195.11
2023-09-29 03:00:00+00:00,36196.32
2023-09-30 03:00:00+00:00,36197.53
2023-10-01 03:00:00+00:00,36198.73
2023-10-02 03:00:00+00:00,36199.94
2023-10-03 03:00:00+00:00,36201.14
2023-10-04 03:00:00+00:00,36202.35
2023-10-05 03:00:00+00:00,36203.56
2023-10-06 03:00:00+00:00,36204.76
2023-10-07 03:00:00+00:00,36205.97
2023-10-08 03:00:00+00:00,36207.18
2023-10-09 03:00:00+00:00,36208.38
2023-10-10 03:00:00+00:00,36216.53
2023-10-11 03:00:00+00:00,36224.68
2023-10-12 03:00:00+00:00,36232.83
2023-10-13 03:00:00+00:00,36240.99
2023-10-14 03:00:00+00:00,36249.14
2023-10-15 03:00:00+00:00,36257.3
2023-10-16 03:00:00+00:00,36265.46
2023-10-17 03:00:00+00:00,36273.62
2023-10-18 03:00:00+00:00,36281.78
2023-10-19 03:00:00+00:00,36289.95
2023-10-20 03:00:00+00:00,36298.11
2023-10-21 03:00:00+00:00,36306.28
2023-10-22 03:00:00+00:00,36314.45
2023-10-23 03:00:00+00:00,36322.63
2023-10-24 03:00:00+00:00,36330.8
2023-10-25 03:00:00+00:00,36338.98
2023-10-26 03:00:00+00:00,36347.15
2023-10-27 03:00:00+00:00,36355.33
2023-10-28 03:00:00+00:00,36363.52
2023-10-29 03:00:00+00:00,36371.7
2023-10-30 03:00:00+00:00,36379.88
2023-10-31 03:00:00+00:00,36388.07
2023-11-01 03:00:00+00:00,36396.26
2023-11-02 03:00:00+00:00,36404.45
2023-11-03 03:00:00+00:00,36412.64
2023-11-04 03:00:00+00:00,36420.84
2023-11-05 03:00:00+00:00,36429.03
2023-11-06 03:00:00+00:00,36437.23
2023-11-07 03:00:00+00:00,36445.43
2023-11-08 03:00:00+00:00,36453.63
2023-11-09 03:00:00+00:00,36461.84
2023-11-10 03:00:00+00:00,36466.69
2023-11-11 03:00:00+00:00,36471.55
2023-11-12 03:00:00+00:00,36476.4
2023-11-13 03:00:00+00:00,36481.25
2023-11-14 03:00:00+00:00,36486.11
2023-11-15 03:00:00+00:00,36490.96
2023-11-16 03:00:00+00:00,36495.82
2023-11-17 03:00:00+00:00,36500.68
2023-11-18 03:00:00+00:00,36505.53
2023-11-19 03:00:00+00:00,36510.39
2023-11-20 03:00:00+00:00,36515.25
2023-11-21 03:00:00+00:00,36520.11
2023-11-22 03:00:00+00:00,36524.97
2023-11-23 03:00:00+00:00,36529.83
2023-11-24 03:00:00+00:00,36534.69
2023-11-25 03:00:00+00:00,36539.55
2023-11-26 03:00:00+00:00,36544.42
2023-11-27 03:00:00+00:00,36549.28
2023-11-28 03:00:00+00:00,36554.14
2023-11-29 03:00:00+00:00,36559.01
2023-11-30 03:00:00+00:00,36563.87
2023-12-01 03:00:00+00:00,36568.74
2023-12-02 03:00:00+00:00,36573.6
2023-12-03 03:00:00+00:00,36578.47
2023-12-04 03:00:00+00:00,36583.34
2023-12-05 03:00:00+00:00,36588.21
2023-12-06 03:00:00+00:00,36593.08
2023-12-07 03:00:00+00:00,36597.95
2023-12-08 03:00:00+00:00,36602.82
2023-12-09 03:00:00+00:00,36607.69
2023-12-10 03:00:00+00:00,36615.93
2023-12-11 03:00:00+00:00,36624.17
2023-12-12 03:00:00+00:00,36632.41
2023-12-13 03:00:00+00:00,36640.65
2023-12-14 03:00:00+00:00,36648.9
2023-12-15 03:00:00+00:00,36657.15
2023-12-16 03:00:00+00:00,36665.4
2023-12-17 03:00:00+00:00,36673.65
2023-12-18 03:00:00+00:00,36681.9
2023-12-19 03:00:00+00:00,36690.16
2023-12-20 03:00:00+00:00,36698.41
2023-12-21 03:00:00+00:00,36706.67
2023-12-22 03:00:00+00:00,36714.93
2023-12-23 03:00:00+00:00,36723.2
2023-12-24 03:00:00+00:00,36731.46
2023-12-25 03:00:00+00:00,36739.73
2023-12-26 03:00:00+00:00,36747.99
2023-12-27 03:00:00+00:00,36756.26
2023-12-28 03:00:00+00:00,36764.54
2023-12-29 03:00:00+00:00,36772.81
2023-12-30 03:00:00+00:00,36781.09
2023-12-31 03:00:00+00:00,36789.36
2024-01-01 03:00:00+00:00,36797.64
2024-01-02 03:00:00+00:00,36805.92
2024-01-03 03:00:00+00:00,36814.21
2024-01-04 03:00:00+00:00,36822.49
2024-01-05 03:00:00+00:00,36830.78
2024-01-06 03:00:00+00:00,36839.07
2024-01-07 03:00:00+00:00,36847.36
2024-01-08 03:00:00+00:00,36855.65
2024-01-09 03:00:00+00:00,36863.94
2024-01-10 03:00:00+00:00,36857.98
2024-01-11 03:00:00+00:00,36852.02
2024-01-12 03:00:00+00:00,36846.06
2024-01-13 03:00:00+00:00,36840.1
2024-01-14 03:00:00+00:00,36834.15
2024-01-15 03:00:00+00:00,36828.19
2024-01-16 03:00:00+00:00,36822.24
2024-01-17 03:00:00+00:00,36816.29
2024-01-18 03:00:00+00:00,36810.33
2024-01-19 03:00:00+00:00,36804.38
2024-01-20 03:00:00+00:00,36798.43
2024-01-21 03:00:00+00:00,36792.48
2024-01-22 03:00:00+00:00,36786.53
2024-01-23 03:00:00+00:00,36780.58
2024-01-24 03:00:00+00:00,36774.64
2024-01-25 03:00:00+00:00,36768.69
2024-01-26 03:00:00+00:00,36762.75
2024-01-27 03:00:00+00:00,36756.8
2024-01-28 03:00:00+00:00,36750.86
2024-01-29 03:00:00+00:00,36744.92
2024-01-30 03:00:00+00:00,36738.98
2024-01-31 03:00:00+00:00,36733.04
2024-02-01 03:00:00+00:00,36727.1
2024-02-02 03:00:00+00:00,36721.16
2024-02-03 03:00:00+00:00,36715.22
2024-02-04 03:00:00+00:00,36709.29
2024-02-05 03:00:00+00:00,36703.35
2024-02-06 03:00:00+00:00,36697.42
2024-02-07 03:00:00+00:00,36691.48
2024-02-08 03:00:00+00:00,36685.55
2024-02-09 03:00:00+00:00,36679.62
2024-02-10 03:00:00+00:00,36688.44
2024-02-11 03:00:00+00:00,36697.27
2024-02-12 03:00:00+00:00,36706.1
2024-02-13 03:00:00+00:00,36714.93
2024-02-14 03:00:00+00:00,36723.76
2024-02-15 03:00:00+00:00,36732.6
2024-02-16 03:00:00+00:00,36741.43
2024-02-17 03:00:00+00:00,36750.27
2024-02-18 03:00:00+00:00,36759.11
2024-02-19 03:00:00+00:00,36767.95
2024-02-20 03:00:00+00:00,36776.8
2024-02-21 03:00:00+00:00,36785.65
2024-02-22 03:00:00+00:00,36794.5
2024-02-23 03:00:00+00:00,36803.35
2024-02-24 03:00:00+00:00,36812.2
2024-02-25 03:00:00+00:00,36821.06
2024-02-26 03:00:00+00:00,36829.92
2024-02-27 03:00:00+00:00,36838.78
2024-02-28 03:00:00+00:00,36847.64
2024-02-29 03:00:00+00:00,36856.5
2024-03-01 03:00:00+00:00,36865.37
2024-03-02 03:00:00+00:00,36874.24
2024-03-03 03:00:00+00:00,36883.11
2024-03-04 03:00:00+00:00,36891.98
2024-03-05 03:00:00+00:00,36900.86
2024-03-06 03:00:00+00:00,36909.73
2024-03-07 03:00:00+00:00,36918.61
2024-03-08 03:00:00+00:00,36927.49
2024-03-09 03:00:00+00:00,36936.38
2024-03-10 03:00:00+00:00,36943.51
2024-03-11 03:00:00+00:00,36950.64
2024-03-12 03:00:00+00:00,36957.77
2024-03-13 03:00:00+00:00,36964.9
2024-03-14 03:00:00+00:00,36972.04
2024-03-15 03:00:00+00:00,36979.17
2024-03-16 03:00:00+00:00,36986.31
2024-03-17 03:00:00+00:00,36993.44
2024-03-18 03:00:00+00:00,37000.58
2024-03-19 03:00:00+00:00,37007.72
2024-03-20 03:00:00+00:00,37014.87
2024-03-21 03:00:00+00:00,37022.01
2024-03-22 03:00:00+00:00,37029.16
2024-03-23 03:00:00+00:00,37036.3
2024-03-24 03:00:00+00:00,37043.45
2024-03-25 03:00:00+00:00,37050.6
2024-03-26 03:00:00+00:00,37057.75
2024-03-27 03:00:00+00:00,37064.9
2024-03-28 03:00:00+00:00,37072.05
2024-03-29 03:00:00+00:00,37079.21
2024-03-30 03:00:00+00:00,37086.36
2024-03-31 03:00:00+00:00,37093.52
2024-04-01 03:00:00+00:00,37100.68
2024-04-02 03:00:00+00:00,37107.84
2024-04-03 03:00:00+00:00,37115.0
2024-04-04 03:00:00+00:00,37122.16
2024-04-05 03:00:00+00:00,37129.33
2024-04-06 03:00:00+00:00,37136.49
2024-04-07 04:00:00+00:00,37143.66
2024-04-08 04:00:00+00:00,37150.83
2024-04-09 04:00:00+00:00,37158.0
2024-04-10 04:00:00+00:00,37162.94
2024-04-11 04:00:00+00:00,37167.89
2024-04-12 04:00:00+00:00,37172.84
2024-04-13 04:00:00+00:00,37177.78
2024-04-14 04:00:00+00:00,37182.73
2024-04-15 04:00:00+00:00,37187.68
2024-04-16 04:00:00+00:00,37192.63
2024-04-17 04:00:00+00:00,37197.58
2024-04-18 04:00:00+00:00,37202.53
2024-04-19 04:00:00+00:00,37207.48
2024-04-20 04:00:00+00:00,37212.43
2024-04-21 04:00:00+00:00,37217.38
2024-04-22 04:00:00+00:00,37222.33
2024-04-23 04:00:00+00:00,37227.29
2024-04-24 04:00:00+00:00,37232.24
2024-04-25 04:00:00+00:00,37237.2
2024-04-26 04:00:00+00:00,37242.15
2024-04-27 04:00:00+00:00,37247.11
2024-04-28 04:00:00+00:00,37252.06
2024-04-29 04:00:00+00:00,37257.02
2024-04-30 04:00:00+00:00,37261.98
2024-05-01 04:00:00+00:00,37266.94
2024-05-02 04:00:00+00:00,37271.9
2024-05-03 04:00:00+00:00,37276.86
2024-05-04 04:00:00+00:00,37281.82
2024-05-05 04:00:00+00:00,37286.78
2024-05-06 04:00:00+00:00,37291.74
2024-05-07 04:00:00+00:00,37296.7
2024-05-08 04:00:00+00:00,37301.67
2024-05-09 04:00:00+00:00,37306.63
2024-05-10 04:00:00+00:00,37312.63
2024-05-11 04:00:00+00:00,37318.64
2024-05-12 04:00:00+00:00,37324.64
2024-05-13 04:00:00+00:00,37330.65
2024-05-14 04:00:00+00:00,37336.65
2024-05-15 04:00:00+00:00,37342.66
2024-05-16 04:00:00+00:00,37348.67
2024-05-17 04:00:00+00:00,37354.68
2024-05-18 04:00:00+00:00,37360.69
2024-05-19 04:00:00+00:00,37366.7
2024-05-20 04:00:00+00:00,37372.71
2024-05-21 04:00:00+00:00,37378.73
2024-05-22 04:00:00+00:00,37384.74
2024-05-23 04:00:00+00:00,37390.76
2024-05-24 04:00:00+00:00,37396.77
2024-05-25 04:00:00+00:00,37402.79
2024-05-26 04:00:00+00:00,37408.81
2024-05-27 04:00:00+00:00,37414.83
2024-05-28 04:00:00+00:00,37420.85
2024-05-29 04:00:00+00:00,37426.87
2024-05-30 04:00:00+00:00,37432.89
2024-05-31 04:00:00+00:00,37438.91
2024-06-01 04:00:00+00:00,37444.94
2024-06-02 04:00:00+00:00,37450.96
2024-06-03 04:00:00+00:00,37456.99
2024-06-04 04:00:00+00:00,37463.01
2024-06-05 04:00:00+00:00,37469.04
2024-06-06 04:00:00+00:00,37475.07
2024-06-07 04:00:00+00:00,37481.1
2024-06-08 04:00:00+00:00,37487.13
2024-06-09 04:00:00+00:00,37493.16
2024-06-10 04:00:00+00:00,37496.9
2024-06-11 04:00:00+00:00,37500.65
2024-06-12 04:00:00+00:00,37504.39
2024-06-13 04:00:00+00:00,37508.14
2024-06-14 04:00:00+00:00,37511.88
2024-06-15 04:00:00+00:00,37515.63
2024-06-16 04:00:00+00:00,37519.38
2024-06-17 04:00:00+00:00,37523.12
2024-06-18 04:00:00+00:00,37526.87
2024-06-19 04:00:00+00:00,37530.62
2024-06-20 04:00:00+00:00,37534.36
2024-06-21 04:00:00+00:00,37538.11
2024-06-22 04:00:00+00:00,37541.86
2024-06-23 04:00:00+00:00,37545.61
2024-06-24 04:00:00+00:00,37549.36
2024-06-25 04:00:00+00:00,37553.11
2024-06-26 04:00:00+00:00,37556.86
2024-06-27 04:00:00+00:00,37560.61
2024-06-28 04:00:00+00:00,37564.36
2024-06-29 04:00:00+00:00,37568.11
2024-06-30 04:00:00+00:00,37571.86
2024-07-01 04:00:00+00:00,37575.61
2024-07-02 04:00:00+00:00,37579.36
2024-07-03 04:00:00+00:00,37583.12
2024-07-04 04:00:00+00:00,37586.87
2024-07-05 04:00:00+00:00,37590.62
2024-07-06 04:00:00+00:00,37594.38
2024-07-07 04:00:00+00:00,37598.13
2024-07-08 04:00:00+00:00,37601.88
2024-07-09 04:00:00+00:00,37605.64
2024-07-10 04:00:00+00:00,37604.43
2024-07-11 04:00:00+00:00,37603.21
2024-07-12 04:00:00+00:00,37602.0
2024-07-13 04:00:00+00:00,37600.79
2024-07-14 04:00:00+00:00,37599.57
2024-07-15 04:00:00+00:00,37598.36
2024-07-16 04:00:00+00:00,37597.15
2024-07-17 04:00:00+00:00,37595.93
2024-07-18 04:00:00+00:00,37594.72
2024-07-19 04:00:00+00:00,37593.51
2024-07-20 04:00:00+00:00,37592.29
2024-07-21 04:00:00+00:00,37591.08
2024-07-22 04:00:00+00:00,37589.87
2024-07-23 04:00:00+00:00,37588.65
2024-07-24 04:00:00+00:00,37587.44
2024-07-25 04:00:00+00:00,37586.23
2024-07-26 04:00:00+00:00,37585.01
2024-07-27 04:00:00+00:00,37583.8
2024-07-28 04:00:00+00:00,37582.59
2024-07-29 04:00:00+00:00,37581.37
2024-07-30 04:00:00+00:00,37580.16
2024-07-31 04:00:00+00:00,37578.95
2024-08-01 04:00:00+00:00,37577.74
2024-08-02 04:00:00+00:00,37576.52
2024-08-03 04:00:00+00:00,37575.31
2024-08-04 04:00:00+00:00,37574.1
2024-08-05 04:00:00+00:00,37572.88
2024-08-06 04:00:00+00:00,37571.67
2024-08-07 04:00:00+00:00,37570.46
2024-08-08 04:00:00+00:00,37569.25
2024-08-09 04:00:00+00:00,37568.03
2024-08-10 04:00:00+00:00,37576.48
2024-08-11 04:00:00+00:00,37584.94
2024-08-12 04:00:00+00:00,37593.4
2024-08-13 04:00:00+00:00,37601.86
2024-08-14 04:00:00+00:00,37610.32
2024-08-15 04:00:00+00:00,37618.79
2024-08-16 04:00:00+00:00,37627.25
2024-08-17 04:00:00+00:00,37635.72
2024-08-18 04:00:00+00:00,37644.19
2024-08-19 04:00:00+00:00,37652.66
2024-08-20 04:00:00+00:00,37661.13
2024-08-21 04:00:00+00:00,37669.61
2024-08-22 04:00:00+00:00,37678.09
2024-08-23 04:00:00+00:00,37686.57
2024-08-24 04:00:00+00:00,37695.05
2024-08-25 04:00:00+00:00,37703.53
2024-08-26 04:00:00+00:00,37712.02
2024-08-27 04:00:00+00:00,37720.5
2024-08-28 04:00:00+00:00,37728.99
2024-08-29 04:00:00+00:00,37737.48
2024-08-30 04:00:00+00:00,37745.97
2024-08-31 04:00:00+00:00,37754.47
2024-09-01 04:00:00+00:00,37762.97
2024-09-02 04:00:00+00:00,37771.46
2024-09-03 04:00:00+00:00,37779.96
2024-09-04 04:00:00+00:00,37788.47
2024-09-05 04:00:00+00:00,37796.97
2024-09-06 04:00:00+00:00,37805.48
2024-09-07 04:00:00+00:00,37813.98
2024-09-08 04:00:00+00:00,37822.49
2024-09-09 03:00:00+00:00,37831.01
2024-09-10 03:00:00+00:00,37834.79
2024-09-11 03:00:00+00:00,37838.57
2024-09-12 03:00:00+00:00,37842.34
2024-09-13 03:00:00+00:00,37846.12
2024-09-14 03:00:00+00:00,37849.9
2024-09-15 03:00:00+00:00,37853.68
2024-09-16 03:00:00+00:00,37857.46
2024-09-17 03:00:00+00:00,37861.24
2024-09-18 03:00:00+00:00,37865.02
2024-09-19 03:00:00+00:00,37868.8
2024-09-20 03:00:00+00:00,37872.58
2024-09-21 03:00:00+00:00,37876.37
2024-09-22 03:00:00+00:00,37880.15
2024-09-23 03:00:00+00:00,37883.93
2024-09-24 03:00:00+00:00,37887.71
2024-09-25 03:00:00+00:00,37891.5
2024-09-26 03:00:00+00:00,37895.28
