id,fuente,comuna,region,precio_clp,precio_uf,superficie_total_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
PI-2023-11-001314,portalinmobiliario,San Joaquín,Metropolitana,435000,12.43,29.8,2023-11-07 00:00:00.000000,2023-11-08 00:00:00.000000,departamento,arriendo,agency
PI-2023-11-002886,portalinmobiliario,Santiago,Metropolitana,690000,19.71,70.4,2023-11-06 00:00:00.000000,2023-11-15 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2023-11-002658,portalinmobiliario,Macul,Metropolitana,585000,16.71,47.5,2023-10-18 00:00:00.000000,2023-11-15 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-11-001620,portalinmobiliario,Puente Alto,Metropolitana,385000,11.0,42.9,2023-05-19 00:00:00.000000,2023-11-08 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2023-11-002437,portalinmobiliario,Providencia,Metropolitana,900000,25.71,45.7,2023-11-11 00:00:00.000000,2023-11-15 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2023-11-001899,portalinmobiliario,Cerrillos,Metropolitana,395000,11.29,22.7,2023-09-30 00:00:00.000000,2023-11-15 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2023-11-002140,portalinmobiliario,Peñalolén,Metropolitana,655000,18.71,62.6,2023-09-16 00:00:00.000000,2023-11-15 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2023-11-000101,portalinmobiliario,Macul,Metropolitana,490000,14.0,45.6,2023-09-15 00:00:00.000000,2023-11-01 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-11-002988,portalinmobiliario,Santiago,Metropolitana,625000,17.86,54.9,2023-10-18 00:00:00.000000,2023-11-15 00:00:00.000000,departamento,arriendo,agency
PI-2023-11-000592,portalinmobiliario,Recoleta,Metropolitana,495000,14.14,55.5,2023-10-19 00:00:00.000000,2023-11-01 00:00:00.000000,departamento,Arriendo,agency
PI-2023-11-001074,portalinmobiliario,Huechuraba,Metropolitana,600000,17.14,53.1,2023-09-27 00:00:00.000000,2023-11-08 00:00:00.000000,departamento,Arriendo,agency
PI-2023-11-002430,portalinmobiliario,Huechuraba,Metropolitana,695000,19.86,71.5,2023-06-10 00:00:00.000000,2023-11-15 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2023-11-001986,portalinmobiliario,Providencia,Metropolitana,1315000,37.57,74.1,2023-10-04 00:00:00.000000,2023-11-15 00:00:00.000000,departamento,arriendo,owner_direct
PI-2023-11-003065,portalinmobiliario,Conchalí,Metropolitana,470000,13.43,46.7,2023-11-03 00:00:00.000000,2023-11-22 00:00:00.000000,Departamento,arriendo,agency
PI-2023-11-002209,portalinmobiliario,Ñuñoa,Metropolitana,565000,16.14,8.0,2023-10-13 00:00:00.000000,2023-11-15 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-11-003685,portalinmobiliario,Santiago,Metropolitana,650000,18.57,58.9,2023-11-05 00:00:00.000000,2023-11-22 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-11-003178,portalinmobiliario,Macul,Metropolitana,490000,14.0,40.5,2023-10-12 00:00:00.000000,2023-11-22 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2023-11-002851,portalinmobiliario,Las Condes,Metropolitana,830000,23.71,53.5,2023-11-06 00:00:00.000000,2023-11-15 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-11-000887,portalinmobiliario,La Florida,Metropolitana,395000,11.29,37.3,2023-10-02 00:00:00.000000,2023-11-01 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2023-11-000280,portalinmobiliario,Quinta Normal,Metropolitana,525000,15.0,65.9,2023-10-28 00:00:00.000000,2023-11-01 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2023-11-002143,portalinmobiliario,La Florida,Metropolitana,470000,13.43,42.5,2023-10-30 00:00:00.000000,2023-11-15 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2023-11-000372,portalinmobiliario,Santiago,Metropolitana,400000,11.43,30.9,2023-09-14 00:00:00.000000,2023-11-01 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-11-000272,portalinmobiliario,Santiago,Metropolitana,745000,21.29,64.1,2023-10-22 00:00:00.000000,2023-11-01 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-11-001820,portalinmobiliario,Recoleta,Metropolitana,620000,17.71,57.4,2023-11-06 00:00:00.000000,2023-11-08 00:00:00.000000,Departamento,arriendo,agency
PI-2023-11-001615,portalinmobiliario,Santiago,Metropolitana,665000,19.0,49.9,2023-10-12 00:00:00.000000,2023-11-08 00:00:00.000000,Departamento,arriendo,agency
PI-2023-11-001159,portalinmobiliario,Las Condes,Metropolitana,790000,22.57,34.3,2023-10-19 00:00:00.000000,2023-11-08 00:00:00.000000,departamento,arriendo,owner_direct
PI-2023-11-002059,portalinmobiliario,Peñalolén,Metropolitana,515000,14.71,42.5,2023-10-28 00:00:00.000000,2023-11-15 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2023-11-000555,portalinmobiliario, Macul,Metropolitana,885000,25.29,85.9,2023-10-25 00:00:00.000000,2023-11-01 00:00:00.000000,departamento,Arriendo,agency
PI-2023-11-003943,portalinmobiliario,Cerrillos,Metropolitana,905000,25.86,109.7,2023-11-01 00:00:00.000000,2023-11-29 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-11-000609,portalinmobiliario,San Miguel,Metropolitana,680000,19.43,67.1,2023-08-29 00:00:00.000000,2023-11-01 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-11-003910,portalinmobiliario,Macul,Metropolitana,815000,23.29,91.2,2023-11-20 00:00:00.000000,2023-11-29 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2023-11-000842,portalinmobiliario,Santiago,Metropolitana,810000,23.14,83.1,2023-10-16 00:00:00.000000,2023-11-01 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2023-11-003426,portalinmobiliario,Recoleta,Metropolitana,625000,17.86,80.1,2023-11-01 00:00:00.000000,2023-11-22 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-11-003482,portalinmobiliario,Ñuñoa,Metropolitana,785000,22.43,54.2,2023-11-16 00:00:00.000000,2023-11-22 00:00:00.000000,Departamento,arriendo,agency
PI-2023-11-003043,portalinmobiliario,Santiago,Metropolitana,545000,15.57,33.2,2023-11-04 00:00:00.000000,2023-11-22 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-11-002168,portalinmobiliario,Las Condes,Metropolitana,1290000,36.86,94.2,2023-10-19 00:00:00.000000,2023-11-15 00:00:00.000000,departamento,arriendo,agency
PI-2023-11-004711,portalinmobiliario,Vitacura,Metropolitana,1245000,35.57,50.6,2023-10-02 00:00:00.000000,2023-11-29 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-11-002155,portalinmobiliario,LO BARNECHEA,Metropolitana,850000,24.29,35.4,2023-10-21 00:00:00.000000,2023-11-15 00:00:00.000000,Departamento,arriendo,agency
PI-2023-11-003307,portalinmobiliario,Lo Barnechea,Metropolitana,640000,18.29,28.5,2023-06-23 00:00:00.000000,2023-11-22 00:00:00.000000,departamento,arriendo,agency
PI-2023-11-003894,portalinmobiliario,Santiago,Metropolitana,545000,15.57,50.7,2023-10-11 00:00:00.000000,2023-11-22 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-11-003984,portalinmobiliario,Santiago,Metropolitana,455000,13.0,33.4,2023-11-05 00:00:00.000000,2023-11-29 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2023-11-004627,portalinmobiliario,Vitacura,Metropolitana,1290000,36.86,60.9,2023-08-26 00:00:00.000000,2023-11-29 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-11-000019,portalinmobiliario,Ñuñoa,Metropolitana,465000,13.29,25.2,2023-10-28 00:00:00.000000,2023-11-01 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-11-003404,portalinmobiliario,Maipú,Metropolitana,560000,16.0,57.9,2023-11-08 00:00:00.000000,2023-11-22 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2023-11-004037,portalinmobiliario,Cerrillos,Metropolitana,500000,14.29,64.6,2023-11-07 00:00:00.000000,2023-11-29 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2023-11-002938,portalinmobiliario,Macul,Metropolitana,450000,12.86,8.0,2023-10-27 00:00:00.000000,2023-11-15 00:00:00.000000,Departamento,arriendo,agency
PI-2023-11-004423,portalinmobiliario,Macul,Metropolitana,610000,17.43,58.4,2023-11-06 00:00:00.000000,2023-11-29 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-11-001315,portalinmobiliario,Ñuñoa,Metropolitana,1255000,35.86,113.8,2023-08-05 00:00:00.000000,2023-11-08 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2023-11-003717,portalinmobiliario,Cerrillos,Metropolitana,715000,20.43,94.3,2023-11-11 00:00:00.000000,2023-11-22 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-11-001873,portalinmobiliario,Puente Alto,Metropolitana,350000,10.0,35.9,2023-09-11 00:00:00.000000,2023-11-08 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2023-11-004467,portalinmobiliario,LA FLORIDA,Metropolitana,545000,15.57,54.1,2023-10-29 00:00:00.000000,2023-11-29 00:00:00.000000,Departamento,arriendo,agency
PI-2023-11-000382,portalinmobiliario,La Florida,Metropolitana,685000,19.57,76.4,2023-10-11 00:00:00.000000,2023-11-01 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-11-003300,portalinmobiliario,la cisterna,Metropolitana,500000,14.29,46.3,2023-11-08 00:00:00.000000,2023-11-22 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-11-004339,portalinmobiliario,Las Condes,Metropolitana,1470000,42.0,64.1,2023-11-12 00:00:00.000000,2023-11-29 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2023-11-001753,portalinmobiliario,Vitacura,Metropolitana,8500000,242.86,650.0,2023-10-20 00:00:00.000000,2023-11-08 00:00:00.000000,departamento,arriendo,owner_direct
PI-2023-11-003956,portalinmobiliario,Recoleta,Metropolitana,485000,13.86,37.4,2023-11-15 00:00:00.000000,2023-11-29 00:00:00.000000,departamento,Arriendo,agency
PI-2023-11-000386,portalinmobiliario,La Florida,Metropolitana,675000,19.29,63.4,2023-10-08 00:00:00.000000,2023-11-01 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-11-001189,portalinmobiliario,Providencia,Metropolitana,730000,20.86,33.4,2023-09-17 00:00:00.000000,2023-11-08 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-11-004741,portalinmobiliario,Vitacura,Metropolitana,1265000,36.14,58.8,2023-11-20 00:00:00.000000,2023-11-29 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-11-000127,portalinmobiliario,San Joaquín,Metropolitana,635000,18.14,64.2,2023-10-03 00:00:00.000000,2023-11-01 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-11-003377,portalinmobiliario,La Cisterna,Metropolitana,420000,12.0,32.8,2023-11-01 00:00:00.000000,2023-11-22 00:00:00.000000,departamento,arriendo,agency
PI-2023-11-000295,portalinmobiliario,Santiago,Metropolitana,495000,14.14,40.5,2023-10-07 00:00:00.000000,2023-11-01 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2023-11-003909,portalinmobiliario,Recoleta,Metropolitana,550000,15.71,58.0,2023-11-09 00:00:00.000000,2023-11-29 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-11-001897,portalinmobiliario,Maipú,Metropolitana,790000,22.57,93.9,2023-10-24 00:00:00.000000,2023-11-15 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2023-11-004650,portalinmobiliario,Santiago,Metropolitana,775000,22.14,98.0,2023-10-07 00:00:00.000000,2023-11-29 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2023-11-003795,portalinmobiliario,Huechuraba,Metropolitana,635000,18.14,63.0,2023-10-22 00:00:00.000000,2023-11-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-11-003242,portalinmobiliario,La Florida,Metropolitana,540000,15.43,49.7,2023-11-14 00:00:00.000000,2023-11-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-11-001194,portalinmobiliario,La Reina,Metropolitana,785000,22.43,51.8,2023-10-19 00:00:00.000000,2023-11-08 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2023-11-003569,portalinmobiliario,Santiago,Metropolitana,545000,15.57,39.8,2023-09-17 00:00:00.000000,2023-11-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-11-000114,portalinmobiliario,Quinta Normal,Metropolitana,435000,12.43,36.0,2023-10-16 00:00:00.000000,2023-11-01 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-11-001963,portalinmobiliario,Santiago,Metropolitana,585000,16.71,47.1,2023-11-14 00:00:00.000000,2023-11-15 00:00:00.000000,departamento,Arriendo,agency
PI-2023-11-004235,portalinmobiliario,Puente Alto,Metropolitana,510000,14.57,57.6,2023-10-26 00:00:00.000000,2023-11-29 00:00:00.000000,Departamento,arriendo,agency
PI-2023-11-001224,portalinmobiliario,Providencia,Metropolitana,855000,24.43,38.2,2023-10-25 00:00:00.000000,2023-11-08 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2023-11-001776,portalinmobiliario,Las Condes,Metropolitana,1115000,31.86,61.0,2023-10-30 00:00:00.000000,2023-11-08 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2023-11-001608,portalinmobiliario,Estación Central,Metropolitana,1790000,51.14,38.7,2023-10-15 00:00:00.000000,2023-11-08 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-11-001934,portalinmobiliario,La Cisterna,Metropolitana,540000,15.43,51.2,2023-08-31 00:00:00.000000,2023-11-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-11-004746,portalinmobiliario,Estación Central,Metropolitana,650000,18.57,69.6,2023-11-13 00:00:00.000000,2023-11-29 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-11-002405,portalinmobiliario,Las Condes,Metropolitana,1345000,38.43,105.6,2023-10-12 00:00:00.000000,2023-11-15 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2023-11-004215,portalinmobiliario,Huechuraba,Metropolitana,910000,26.0,101.2,2023-10-11 00:00:00.000000,2023-11-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2023-11-000302,portalinmobiliario,Pudahuel,Metropolitana,515000,14.71,63.1,2023-09-18 00:00:00.000000,2023-11-01 00:00:00.000000,departamento,arriendo,agency
PI-2023-11-000132,portalinmobiliario,La Cisterna,Metropolitana,595000,17.0,55.8,2023-10-22 00:00:00.000000,2023-11-01 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-11-000026,portalinmobiliario,Estación Central,Metropolitana,590000,16.86,99.4,2023-10-18 00:00:00.000000,2023-11-01 00:00:00.000000,departamento,Arriendo,agency
PI-2023-11-004688,portalinmobiliario,Ñuñoa,Metropolitana,485000,13.86,26.4,2023-11-07 00:00:00.000000,2023-11-29 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2023-11-000465,portalinmobiliario,La Florida,Metropolitana,435000,12.43,32.4,2023-08-23 00:00:00.000000,2023-11-01 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-11-000142,portalinmobiliario,Cerrillos,Metropolitana,425000,12.14,41.7,2023-10-05 00:00:00.000000,2023-11-01 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-11-003583,portalinmobiliario,Santiago,Metropolitana,905000,25.86,100.6,2023-10-18 00:00:00.000000,2023-11-22 00:00:00.000000,departamento,arriendo,owner_direct
PI-2023-11-001234,portalinmobiliario,Santiago,Metropolitana,545000,15.57,35.9,2023-05-21 00:00:00.000000,2023-11-08 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-11-004142,portalinmobiliario,La Florida,Metropolitana,760000,21.71,75.6,2023-10-27 00:00:00.000000,2023-11-29 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2023-11-003137,portalinmobiliario,Conchalí,Metropolitana,445000,12.71,38.9,2023-10-28 00:00:00.000000,2023-11-22 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-11-001998,portalinmobiliario,San Joaquín,Metropolitana,460000,13.14,42.2,2023-10-19 00:00:00.000000,2023-11-15 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2023-11-000448,portalinmobiliario,Independencia,Metropolitana,415000,11.86,36.4,2023-09-30 00:00:00.000000,2023-11-01 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-11-002458,portalinmobiliario,Quinta Normal,Metropolitana,525000,15.0,47.6,2023-11-07 00:00:00.000000,2023-11-15 00:00:00.000000,Departamento,arriendo,agency
PI-2023-11-001088,portalinmobiliario,Las Condes,Metropolitana,880000,25.14,42.3,2023-10-23 00:00:00.000000,2023-11-08 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2023-11-001368,portalinmobiliario,Maipú,Metropolitana,680000,19.43,77.0,2023-10-26 00:00:00.000000,2023-11-08 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-11-000202,portalinmobiliario,Las Condes,Metropolitana,890000,25.43,38.2,2023-10-18 00:00:00.000000,2023-11-01 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-11-002690,portalinmobiliario,San Miguel,Metropolitana,790000,22.57,100.3,2023-04-30 00:00:00.000000,2023-11-15 00:00:00.000000,departamento,Arriendo,agency
PI-2023-11-002207,portalinmobiliario,Macul,Metropolitana,540000,15.43,38.8,2023-11-09 00:00:00.000000,2023-11-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2023-11-004709,portalinmobiliario,La Florida,Metropolitana,430000,12.29,28.6,2023-11-08 00:00:00.000000,2023-11-29 00:00:00.000000,departamento,Arriendo,agency
PI-2023-11-000471,portalinmobiliario,Independencia,Metropolitana,375000,10.71,39.0,2023-09-23 00:00:00.000000,2023-11-01 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-11-002799,portalinmobiliario,La Florida,Metropolitana,445000,12.71,35.5,2023-10-13 00:00:00.000000,2023-11-15 00:00:00.000000,Departamento,arriendo,agency
PI-2023-11-000649,portalinmobiliario,La Cisterna,Metropolitana,430000,12.29,43.8,2023-10-18 00:00:00.000000,2023-11-01 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-11-002531,portalinmobiliario,Lo Barnechea,Metropolitana,1075000,30.71,63.0,2023-11-05 00:00:00.000000,2023-11-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-11-004388,portalinmobiliario,Macul,Metropolitana,610000,17.43,72.8,2023-11-19 00:00:00.000000,2023-11-29 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2023-11-004228,portalinmobiliario,Providencia,Metropolitana,1205000,34.43,66.8,2023-10-22 00:00:00.000000,2023-11-29 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-11-003879,portalinmobiliario,Huechuraba,Metropolitana,770000,22.0,62.8,2023-11-06 00:00:00.000000,2023-11-22 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2023-11-001832,portalinmobiliario,Peñalolén,Metropolitana,5750000,164.29,63.0,2023-09-16 00:00:00.000000,2023-11-08 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-11-004307,portalinmobiliario,Santiago,Metropolitana,555000,15.86,53.7,2023-11-11 00:00:00.000000,2023-11-29 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2023-11-003818,portalinmobiliario,Santiago,Metropolitana,835000,23.86,85.6,2023-11-09 00:00:00.000000,2023-11-22 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-11-003047,portalinmobiliario,Estación Central,Metropolitana,575000,16.43,73.1,2023-10-21 00:00:00.000000,2023-11-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2023-11-002830,portalinmobiliario,Conchalí,Metropolitana,395000,11.29,40.5,2023-10-21 00:00:00.000000,2023-11-15 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-11-002419,portalinmobiliario,Conchalí,Metropolitana,460000,13.14,43.0,2023-11-01 00:00:00.000000,2023-11-15 00:00:00.000000,Departamento,arriendo,agency
PI-2023-11-002603,portalinmobiliario,Recoleta,Metropolitana,495000,14.14,44.2,2023-11-05 00:00:00.000000,2023-11-15 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-11-001457,portalinmobiliario,San Miguel,Metropolitana,6455000,184.43,55.4,2023-11-04 00:00:00.000000,2023-11-08 00:00:00.000000,Departamento,arriendo,agency
PI-2023-11-003045,portalinmobiliario,San Joaquín,Metropolitana,645000,18.43,68.5,2023-10-14 00:00:00.000000,2023-11-22 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-11-000952,portalinmobiliario,Santiago,Metropolitana,420000,12.0,34.8,2023-10-14 00:00:00.000000,2023-11-08 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2023-11-001485,portalinmobiliario,Maipú,Metropolitana,705000,20.14,93.5,2023-11-03 00:00:00.000000,2023-11-08 00:00:00.000000,departamento,arriendo,owner_direct
PI-2023-11-000511,portalinmobiliario,Ñuñoa,Metropolitana,670000,19.14,43.1,2023-09-16 00:00:00.000000,2023-11-01 00:00:00.000000,departamento,arriendo,agency
PI-2023-11-001428,portalinmobiliario,Peñalolén,Metropolitana,525000,15.0,51.2,2023-10-06 00:00:00.000000,2023-11-08 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-11-002380,portalinmobiliario,Estación Central,Metropolitana,445000,12.71,34.8,2023-11-04 00:00:00.000000,2023-11-15 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-11-000551,portalinmobiliario,Ñuñoa,Metropolitana,565000,16.14,31.5,2023-09-29 00:00:00.000000,2023-11-01 00:00:00.000000,Departamento,Arriendo,agency
