id,fuente,comuna,region,precio_clp,precio_uf,superficie_total_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
PI-2023-10-001630,portalinmobiliario,Conchalí,Metropolitana,750000,21.43,88.7,2023-08-08 00:00:00.000000,2023-10-08 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-10-004279,portalinmobiliario,Puente Alto,Metropolitana,290000,8.29,33.1,2023-04-13 00:00:00.000000,2023-10-29 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-10-003547,portalinmobiliario,Vitacura,Metropolitana,1095000,31.29,42.2,2023-09-29 00:00:00.000000,2023-10-22 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2023-10-004468,portalinmobiliario,San Miguel,Metropolitana,510000,14.57,42.6,2023-08-24 00:00:00.000000,2023-10-29 00:00:00.000000,departamento,Arriendo,agency
PI-2023-10-003243,portalinmobiliario,Las Condes,Metropolitana,1370000,39.14,69.6,2023-09-20 00:00:00.000000,2023-10-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-10-003485,portalinmobiliario,Puente Alto,Metropolitana,375000,10.71,43.4,2023-10-08 00:00:00.000000,2023-10-22 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-10-001847,portalinmobiliario,Quinta Normal,Metropolitana,550000,15.71,53.1,2023-09-06 00:00:00.000000,2023-10-08 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-10-000839,portalinmobiliario,Recoleta,Metropolitana,380000,10.86,28.2,2023-09-22 00:00:00.000000,2023-10-01 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-10-001797,portalinmobiliario,Estación Central,Metropolitana,545000,15.57,53.7,2023-09-18 00:00:00.000000,2023-10-08 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-10-002577,portalinmobiliario,San Miguel,Metropolitana,595000,17.0,46.8,2023-06-01 00:00:00.000000,2023-10-15 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2023-10-004455,portalinmobiliario,La Florida,Metropolitana,530000,15.14,50.2,2023-09-28 00:00:00.000000,2023-10-29 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-10-000094,portalinmobiliario,Ñuñoa,Metropolitana,515000,14.71,30.8,2023-09-17 00:00:00.000000,2023-10-01 00:00:00.000000,departamento,Arriendo,agency
PI-2023-10-002274,portalinmobiliario,Huechuraba,Metropolitana,610000,17.43,44.5,2023-09-23 00:00:00.000000,2023-10-15 00:00:00.000000,departamento,arriendo,agency
PI-2023-10-002526,portalinmobiliario,Santiago,Metropolitana,745000,21.29,61.2,2023-08-13 00:00:00.000000,2023-10-15 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2023-10-004109,portalinmobiliario,San Joaquín,Metropolitana,560000,16.0,62.5,2023-10-04 00:00:00.000000,2023-10-29 00:00:00.000000,departamento,arriendo,agency
PI-2023-10-004305,portalinmobiliario,Las Condes,Metropolitana,760000,21.71,40.8,2023-10-22 00:00:00.000000,2023-10-29 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-10-004372,portalinmobiliario,Las Condes,Metropolitana,920000,26.29,72.0,2023-10-16 00:00:00.000000,2023-10-29 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2023-10-002339,portalinmobiliario,Santiago,Metropolitana,445000,12.71,25.0,2023-10-11 00:00:00.000000,2023-10-15 00:00:00.000000,departamento,arriendo,agency
PI-2023-10-000229,portalinmobiliario,Maipú,Metropolitana,480000,13.71,47.0,2023-09-13 00:00:00.000000,2023-10-01 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-10-002851,portalinmobiliario,San Miguel,Metropolitana,565000,16.14,67.3,2023-10-13 00:00:00.000000,2023-10-15 00:00:00.000000,departamento,Arriendo,agency
PI-2023-10-004698,portalinmobiliario,Ñuñoa,Metropolitana,695000,19.86,34.1,2023-09-27 00:00:00.000000,2023-10-29 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2023-10-001355,portalinmobiliario,Las Condes,Metropolitana,770000,22.0,32.3,2023-09-17 00:00:00.000000,2023-10-08 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2023-10-004446,portalinmobiliario,La Cisterna,Metropolitana,480000,13.71,43.7,2023-09-25 00:00:00.000000,2023-10-29 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2023-10-002982,portalinmobiliario,San Miguel,Metropolitana,565000,16.14,46.1,2023-09-23 00:00:00.000000,2023-10-22 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2023-10-002820,portalinmobiliario,Lo Barnechea,Metropolitana,765000,21.86,36.4,2023-09-28 00:00:00.000000,2023-10-15 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2023-10-002972,portalinmobiliario,Maipú,Metropolitana,540000,15.43,57.1,2023-09-29 00:00:00.000000,2023-10-22 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-10-000620,portalinmobiliario,Maipú,Metropolitana,475000,13.57,58.0,2023-08-10 00:00:00.000000,2023-10-01 00:00:00.000000,departamento,Arriendo,agency
PI-2023-10-000459,portalinmobiliario,Recoleta,Metropolitana,425000,12.14,30.6,2023-08-29 00:00:00.000000,2023-10-01 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2023-10-003273,portalinmobiliario,San Miguel,Metropolitana,630000,18.0,44.1,2023-09-06 00:00:00.000000,2023-10-22 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-10-002518,portalinmobiliario,Pudahuel,Metropolitana,650000,18.57,88.9,2023-09-26 00:00:00.000000,2023-10-15 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-10-004621,portalinmobiliario,Santiago,Metropolitana,455000,13.0,33.8,2023-10-02 00:00:00.000000,2023-10-29 00:00:00.000000,departamento,Arriendo,agency
PI-2023-10-003543,portalinmobiliario,Independencia,Metropolitana,375000,10.71,20.0,2023-04-19 00:00:00.000000,2023-10-22 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2023-10-002883,portalinmobiliario,Puente Alto,Metropolitana,700000,20.0,80.0,2023-10-15 00:00:00.000000,2023-10-22 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-10-000398,portalinmobiliario,La Florida,Metropolitana,410000,11.71,27.4,2023-09-19 00:00:00.000000,2023-10-01 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-10-003498,portalinmobiliario,Estación Central,Metropolitana,385000,11.0,38.0,2023-10-18 00:00:00.000000,2023-10-22 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-10-003804,portalinmobiliario,La Reina,Metropolitana,935000,26.71,59.4,2023-10-07 00:00:00.000000,2023-10-22 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-10-003121,portalinmobiliario,Peñalolén,Metropolitana,550000,15.71,49.7,2023-10-15 00:00:00.000000,2023-10-22 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-10-001650,portalinmobiliario,San Miguel,Metropolitana,790000,22.57,61.2,2023-09-05 00:00:00.000000,2023-10-08 00:00:00.000000,departamento,Arriendo,agency
PI-2023-10-000458,portalinmobiliario,Santiago,Metropolitana,545000,15.57,45.8,2023-09-02 00:00:00.000000,2023-10-01 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2023-10-003125,portalinmobiliario,Santiago,Metropolitana,710000,20.29,54.0,2023-10-18 00:00:00.000000,2023-10-22 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2023-10-002991,portalinmobiliario,Maipú,Metropolitana,735000,21.0,91.9,2023-10-01 00:00:00.000000,2023-10-22 00:00:00.000000,departamento,arriendo,owner_direct
PI-2023-10-003036,portalinmobiliario,La Reina,Metropolitana,995000,28.43,72.0,2023-07-16 00:00:00.000000,2023-10-22 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-10-001265,portalinmobiliario,Estación Central,Metropolitana,360000,10.29,26.9,2023-09-07 00:00:00.000000,2023-10-08 00:00:00.000000,Departamento,arriendo,agency
PI-2023-10-002362,portalinmobiliario,Huechuraba,Metropolitana,920000,26.29,88.1,2023-09-29 00:00:00.000000,2023-10-15 00:00:00.000000,departamento,arriendo,agency
PI-2023-10-004775,portalinmobiliario,Providencia,Metropolitana,830000,23.71,37.9,2023-10-10 00:00:00.000000,2023-10-29 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-10-003984,portalinmobiliario,Renca,Metropolitana,370000,10.57,43.0,2023-10-05 00:00:00.000000,2023-10-29 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2023-10-003337,portalinmobiliario,La Cisterna,Metropolitana,440000,12.57,42.3,2023-10-15 00:00:00.000000,2023-10-22 00:00:00.000000,departamento,arriendo,agency
PI-2023-10-001258,portalinmobiliario,Ñuñoa,Metropolitana,10135000,289.57,84.2,2023-09-11 00:00:00.000000,2023-10-08 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-10-001201,portalinmobiliario,Macul,Metropolitana,535000,15.29,56.6,2023-05-17 00:00:00.000000,2023-10-08 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-10-002358,portalinmobiliario,Macul,Metropolitana,420000,12.0,28.3,2023-10-04 00:00:00.000000,2023-10-15 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2023-10-003893,portalinmobiliario,Providencia,Metropolitana,1090000,31.14,58.2,2023-08-08 00:00:00.000000,2023-10-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-10-001557,portalinmobiliario,La Florida,Metropolitana,475000,13.57,34.2,2023-04-13 00:00:00.000000,2023-10-08 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2023-10-003420,portalinmobiliario,Santiago,Metropolitana,7055000,201.57,999.0,2023-06-20 00:00:00.000000,2023-10-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-10-003668,portalinmobiliario,Providencia,Metropolitana,1055000,30.14,71.7,2023-10-01 00:00:00.000000,2023-10-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2023-10-000936,portalinmobiliario,Maipú,Metropolitana,485000,13.86,48.5,2023-09-02 00:00:00.000000,2023-10-01 00:00:00.000000,departamento,arriendo,agency
PI-2023-10-001954,portalinmobiliario,Lo Barnechea,Metropolitana,2050000,58.57,47.0,2023-09-28 00:00:00.000000,2023-10-08 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2023-10-004345,portalinmobiliario,Santiago,Metropolitana,660000,18.86,51.0,2023-10-16 00:00:00.000000,2023-10-29 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2023-10-001767,portalinmobiliario,Providencia,Metropolitana,800000,22.86,44.2,2023-10-01 00:00:00.000000,2023-10-08 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2023-10-002385,portalinmobiliario,Recoleta,Metropolitana,580000,16.57,69.7,2023-09-29 00:00:00.000000,2023-10-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-10-001128,portalinmobiliario,Las Condes,Metropolitana,985000,28.14,49.9,2023-09-09 00:00:00.000000,2023-10-08 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-10-004008,portalinmobiliario,Santiago,Metropolitana,900000,25.71,96.4,2023-10-11 00:00:00.000000,2023-10-29 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2023-10-003676,portalinmobiliario,Las Condes,Metropolitana,835000,23.86,31.4,2023-09-11 00:00:00.000000,2023-10-22 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-10-003807,portalinmobiliario,Lo Barnechea,Metropolitana,730000,20.86,40.2,2023-04-13 00:00:00.000000,2023-10-22 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2023-10-000795,portalinmobiliario,Providencia,Metropolitana,640000,18.29,27.6,2023-09-20 00:00:00.000000,2023-10-01 00:00:00.000000,Departamento,arriendo,agency
PI-2023-10-001512,portalinmobiliario,La Cisterna,Metropolitana,500000,14.29,44.5,2023-05-14 00:00:00.000000,2023-10-08 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-10-001286,portalinmobiliario,Independencia,Metropolitana,535000,15.29,51.4,2023-09-21 00:00:00.000000,2023-10-08 00:00:00.000000,departamento,arriendo,agency
PI-2023-10-002881,portalinmobiliario,La Florida,Metropolitana,390000,11.14,33.0,2023-08-30 00:00:00.000000,2023-10-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-10-002361,portalinmobiliario,Providencia,Metropolitana,865000,24.71,50.2,2023-09-08 00:00:00.000000,2023-10-15 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2023-10-003072,portalinmobiliario,Las Condes,Metropolitana,1010000,28.86,52.4,2023-09-24 00:00:00.000000,2023-10-22 00:00:00.000000,Departamento,arriendo,agency
PI-2023-10-004831,portalinmobiliario,Estación Central,Metropolitana,355000,10.14,5.0,2023-10-22 00:00:00.000000,2023-10-29 00:00:00.000000,departamento,Arriendo,agency
PI-2023-10-003060,portalinmobiliario,Las Condes,Metropolitana,855000,24.43,46.0,2023-05-09 00:00:00.000000,2023-10-22 00:00:00.000000,Departamento,arriendo,agency
PI-2023-10-004131,portalinmobiliario,San Joaquín,Metropolitana,555000,15.86,62.1,2023-10-15 00:00:00.000000,2023-10-29 00:00:00.000000,departamento,arriendo,agency
PI-2023-10-000791,portalinmobiliario,Ñuñoa,Metropolitana,825000,23.57,58.1,2023-09-01 00:00:00.000000,2023-10-01 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-10-001474,portalinmobiliario,Recoleta,Metropolitana,545000,15.57,56.6,2023-09-10 00:00:00.000000,2023-10-08 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-10-000879,portalinmobiliario,Lo Barnechea,Metropolitana,815000,23.29,41.9,2023-08-25 00:00:00.000000,2023-10-01 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2023-10-004647,portalinmobiliario,Quilicura,Metropolitana,400000,11.43,46.5,2023-10-01 00:00:00.000000,2023-10-29 00:00:00.000000,departamento,arriendo,owner_direct
PI-2023-10-001898,portalinmobiliario,QUILICURA,Metropolitana,580000,16.57,68.5,2023-08-27 00:00:00.000000,2023-10-08 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-10-003955,portalinmobiliario,Cerrillos,Metropolitana,540000,15.43,47.4,2023-10-20 00:00:00.000000,2023-10-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-10-000172,portalinmobiliario,Providencia,Metropolitana,650000,18.57,30.2,2023-07-15 00:00:00.000000,2023-10-01 00:00:00.000000,departamento,arriendo,owner_direct
PI-2023-10-003238,portalinmobiliario,Santiago,Metropolitana,755000,21.57,70.6,2023-09-19 00:00:00.000000,2023-10-22 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2023-10-004020,portalinmobiliario,Santiago,Metropolitana,650000,18.57,52.4,2023-10-15 00:00:00.000000,2023-10-29 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-10-002803,portalinmobiliario,Puente Alto,Metropolitana,550000,15.71,74.3,2023-09-18 00:00:00.000000,2023-10-15 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-10-000020,portalinmobiliario,San Joaquín,Metropolitana,610000,17.43,85.3,2023-09-28 00:00:00.000000,2023-10-01 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2023-10-004704,portalinmobiliario,Ñuñoa,Metropolitana,795000,22.71,60.4,2023-10-02 00:00:00.000000,2023-10-29 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-10-001481,portalinmobiliario,Santiago,Metropolitana,550000,15.71,48.6,2023-08-27 00:00:00.000000,2023-10-08 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-10-004755,portalinmobiliario,Estación Central,Metropolitana,630000,18.0,58.5,2023-10-10 00:00:00.000000,2023-10-29 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2023-10-000358,portalinmobiliario,La Reina,Metropolitana,790000,22.57,48.1,2023-09-21 00:00:00.000000,2023-10-01 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-10-003297,portalinmobiliario,Vitacura,Metropolitana,1115000,31.86,34.4,2023-09-28 00:00:00.000000,2023-10-22 00:00:00.000000,Departamento,arriendo,agency
PI-2023-10-004419,portalinmobiliario,San Miguel,Metropolitana,510000,14.57,48.3,2023-10-13 00:00:00.000000,2023-10-29 00:00:00.000000,Departamento,arriendo,agency
PI-2023-10-003560,portalinmobiliario,Cerrillos,Metropolitana,520000,14.86,45.3,2023-08-31 00:00:00.000000,2023-10-22 00:00:00.000000,Departamento,arriendo,agency
PI-2023-10-004024,portalinmobiliario,Macul,Metropolitana,615000,17.57,47.7,2023-10-06 00:00:00.000000,2023-10-29 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-10-002256,portalinmobiliario,San Joaquín,Metropolitana,500000,14.29,34.5,2023-09-16 00:00:00.000000,2023-10-15 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2023-10-004869,portalinmobiliario,Providencia,Metropolitana,1115000,31.86,69.2,2023-10-02 00:00:00.000000,2023-10-29 00:00:00.000000,Departamento,arriendo,agency
PI-2023-10-000365,portalinmobiliario,Santiago,Metropolitana,740000,21.14,81.1,2023-08-11 00:00:00.000000,2023-10-01 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-10-004435,portalinmobiliario,Renca,Metropolitana,365000,10.43,33.7,2023-08-31 00:00:00.000000,2023-10-29 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-10-001105,portalinmobiliario,Estación Central ,Metropolitana,560000,16.0,52.3,2023-10-01 00:00:00.000000,2023-10-08 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-10-001518,portalinmobiliario,Quinta Normal,Metropolitana,530000,15.14,54.8,2023-08-08 00:00:00.000000,2023-10-08 00:00:00.000000,departamento,arriendo,owner_direct
PI-2023-10-004029,portalinmobiliario,Independencia,Metropolitana,450000,12.86,44.8,2023-10-24 00:00:00.000000,2023-10-29 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-10-000732,portalinmobiliario,Ñuñoa,Metropolitana,660000,18.86,36.3,2023-09-11 00:00:00.000000,2023-10-01 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2023-10-002023,portalinmobiliario,Puente Alto,Metropolitana,495000,14.14,61.6,2023-09-26 00:00:00.000000,2023-10-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-10-004751,portalinmobiliario,Providencia,Metropolitana,1605000,45.86,91.1,2023-09-22 00:00:00.000000,2023-10-29 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2023-10-002890,portalinmobiliario,Puente Alto,Metropolitana,380000,10.86,24.8,2023-08-23 00:00:00.000000,2023-10-22 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-10-001026,portalinmobiliario,Providencia,Metropolitana,2580000,73.71,44.1,2023-05-20 00:00:00.000000,2023-10-08 00:00:00.000000,departamento,arriendo,owner_direct
PI-2023-10-002615,portalinmobiliario,La Reina,Metropolitana,820000,23.43,56.7,2023-09-22 00:00:00.000000,2023-10-15 00:00:00.000000,departamento,Arriendo,agency
PI-2023-10-003349,portalinmobiliario,Independencia,Metropolitana,400000,11.43,36.1,2023-09-10 00:00:00.000000,2023-10-22 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2023-10-000552,portalinmobiliario,Lo Barnechea,Metropolitana,930000,26.57,51.5,2023-08-09 00:00:00.000000,2023-10-01 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2023-10-001365,portalinmobiliario,Puente Alto,Metropolitana,455000,13.0,53.2,2023-09-26 00:00:00.000000,2023-10-08 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2023-10-001986,portalinmobiliario,La Florida,Metropolitana,580000,16.57,56.6,2023-05-18 00:00:00.000000,2023-10-15 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-10-004216,portalinmobiliario,San Joaquín,Metropolitana,450000,,55.4,2023-09-26 00:00:00.000000,2023-10-29 00:00:00.000000,departamento,arriendo,agency
PI-2023-10-003937,portalinmobiliario,Ñuñoa,Metropolitana,625000,17.86,42.0,2023-09-29 00:00:00.000000,2023-10-29 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-10-001865,portalinmobiliario,Estación Central,Metropolitana,620000,17.71,71.3,2023-09-09 00:00:00.000000,2023-10-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2023-10-001326,portalinmobiliario,Macul,Metropolitana,450000,12.86,32.4,2023-09-19 00:00:00.000000,2023-10-08 00:00:00.000000,Departamento,Arriendo,agency
PI-2023-10-004791,portalinmobiliario,San Miguel,Metropolitana,590000,16.86,52.0,2023-10-14 00:00:00.000000,2023-10-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-10-000887,portalinmobiliario,Recoleta,Metropolitana,505000,14.43,45.1,2023-09-17 00:00:00.000000,2023-10-01 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-10-003874,portalinmobiliario,La Florida,Metropolitana,660000,18.86,66.2,2023-09-16 00:00:00.000000,2023-10-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2023-10-004631,portalinmobiliario,Peñalolén,Metropolitana,5065000,144.71,39.4,2023-10-09 00:00:00.000000,2023-10-29 00:00:00.000000,Departamento,arriendo,agency
PI-2023-10-002423,portalinmobiliario,La Cisterna,Metropolitana,665000,19.0,68.3,2023-09-23 00:00:00.000000,2023-10-15 00:00:00.000000,Departamento,arriendo,agency
PI-2023-10-002317,portalinmobiliario,La Florida,Metropolitana,645000,18.43,57.3,2023-09-24 00:00:00.000000,2023-10-15 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-10-000798,portalinmobiliario,San Joaquín,Metropolitana,425000,12.14,32.2,2023-09-19 00:00:00.000000,2023-10-01 00:00:00.000000,departamento,Arriendo,agency
PI-2023-10-001729,portalinmobiliario,Estación Central,Metropolitana,365000,10.43,28.6,2023-09-11 00:00:00.000000,2023-10-08 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-10-000989,portalinmobiliario,Puente Alto,Metropolitana,530000,15.14,64.1,2023-09-10 00:00:00.000000,2023-10-01 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2023-10-004667,portalinmobiliario,La Reina,Metropolitana,760000,21.71,44.9,2023-08-27 00:00:00.000000,2023-10-29 00:00:00.000000,Departamento,arriendo,agency
PI-2023-10-000109,portalinmobiliario,Santiago,Metropolitana,805000,23.0,67.4,2023-09-20 00:00:00.000000,2023-10-01 00:00:00.000000,departamento,ARRIENDO,agency
PI-2023-10-001142,portalinmobiliario,Ñuñoa,Metropolitana,665000,19.0,47.2,2023-10-07 00:00:00.000000,2023-10-08 00:00:00.000000,departamento,arriendo,owner_direct
PI-2023-10-000443,portalinmobiliario,Santiago,Metropolitana,605000,17.29,54.1,2023-08-25 00:00:00.000000,2023-10-01 00:00:00.000000,departamento,arriendo,owner_direct
PI-2023-10-003822,portalinmobiliario,Independencia,Metropolitana,485000,13.86,39.3,2023-10-06 00:00:00.000000,2023-10-22 00:00:00.000000,departamento,Arriendo,agency
PI-2023-10-004722,portalinmobiliario,San Joaquín,Metropolitana,530000,15.14,60.2,2023-10-18 00:00:00.000000,2023-10-29 00:00:00.000000,Departamento,arriendo,agency
PI-2023-10-004694,portalinmobiliario,Providencia,Metropolitana,795000,22.71,41.8,2023-09-12 00:00:00.000000,2023-10-29 00:00:00.000000,Departamento,arriendo,agency
PI-2023-10-002751,portalinmobiliario,San Miguel,Metropolitana,480000,13.71,43.5,2023-10-09 00:00:00.000000,2023-10-15 00:00:00.000000,Departamento,arriendo,agency
PI-2023-10-002370,portalinmobiliario,Santiago,Metropolitana,835000,23.86,59.6,2023-09-01 00:00:00.000000,2023-10-15 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2023-10-003330,portalinmobiliario,Recoleta,Metropolitana,535000,15.29,59.1,2023-08-18 00:00:00.000000,2023-10-22 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2023-10-004533,portalinmobiliario,San Joaquín,Metropolitana,465000,13.29,34.7,2023-09-02 00:00:00.000000,2023-10-29 00:00:00.000000,departamento,arriendo,agency
PI-2023-10-003029,portalinmobiliario,San Joaquín,Metropolitana,585000,16.71,51.4,2023-08-24 00:00:00.000000,2023-10-22 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2023-10-003439,portalinmobiliario,Cerrillos,Metropolitana,680000,19.43,82.6,2023-10-06 00:00:00.000000,2023-10-22 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2023-10-002282,portalinmobiliario,San Miguel,Metropolitana,755000,21.57,60.1,2023-09-17 00:00:00.000000,2023-10-15 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2023-10-004112,portalinmobiliario,Providencia ,Metropolitana,1210000,34.57,84.2,2023-10-20 00:00:00.000000,2023-10-29 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
