id,fuente,comuna,region,precio_clp,precio_uf,superficie_total_m2,fecha_publicacion,fecha_scraping,tipo_propiedad,tipo_operacion,contact_type
PI-2024-09-001729,portalinmobiliario,La Cisterna,Metropolitana,440000,11.89,36.5,2024-05-31 00:00:00.000000,2024-09-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-09-003249,portalinmobiliario,Ñuñoa,Metropolitana,1000000,27.03,62.5,2024-08-24 00:00:00.000000,2024-09-22 00:00:00.000000,Departamento,arriendo,agency
PI-2024-09-003868,portalinmobiliario,Ñuñoa,Metropolitana,1030000,27.84,67.8,2024-09-19 00:00:00.000000,2024-09-29 00:00:00.000000,Departamento,Arriendo,agency
PI-2024-09-000491,portalinmobiliario,LAS CONDES,Metropolitana,910000,24.59,39.5,2024-08-02 00:00:00.000000,2024-09-01 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2024-09-004365,portalinmobiliario,Ñuñoa,Metropolitana,805000,21.76,67.8,2024-07-27 00:00:00.000000,2024-09-29 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2024-09-005081,portalinmobiliario,Las Condes,Metropolitana,850000,22.97,35.7,2024-08-30 00:00:00.000000,2024-09-29 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2024-09-002833,portalinmobiliario,Puente Alto,Metropolitana,345000,9.32,31.6,2024-09-08 00:00:00.000000,2024-09-15 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2024-09-001420,portalinmobiliario,Recoleta,Metropolitana,1095000,29.59,147.1,2024-07-10 00:00:00.000000,2024-09-08 00:00:00.000000,departamento,arriendo,owner_direct
PI-2024-09-001709,portalinmobiliario,Independencia,Metropolitana,490000,13.24,40.4,2024-08-20 00:00:00.000000,2024-09-08 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2024-09-001956,portalinmobiliario,Maipú,Metropolitana,415000,11.22,31.3,2024-09-06 00:00:00.000000,2024-09-15 00:00:00.000000,Departamento,Arriendo,agency
PI-2024-09-000945,portalinmobiliario,Ñuñoa,Metropolitana,580000,15.68,44.2,2024-07-22 00:00:00.000000,2024-09-08 00:00:00.000000,Departamento,Arriendo,agency
PI-2024-09-000716,portalinmobiliario,Ñuñoa,Metropolitana,775000,20.95,49.1,2024-08-22 00:00:00.000000,2024-09-01 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2024-09-002518,portalinmobiliario,Cerrillos,Metropolitana,405000,10.95,30.2,2024-08-24 00:00:00.000000,2024-09-15 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2024-09-004867,portalinmobiliario,Las Condes,Metropolitana,810000,21.89,29.9,2024-08-07 00:00:00.000000,2024-09-29 00:00:00.000000,departamento,arriendo,agency
PI-2024-09-003117,portalinmobiliario,Puente Alto,Metropolitana,825000,22.3,111.1,2024-09-04 00:00:00.000000,2024-09-22 00:00:00.000000,departamento,Arriendo,agency
PI-2024-09-000144,portalinmobiliario,San Miguel,Metropolitana,740000,20.0,74.5,2024-07-04 00:00:00.000000,2024-09-01 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2024-09-002422,portalinmobiliario,LAS CONDES,Metropolitana,1015000,27.43,50.9,2024-06-06 00:00:00.000000,2024-09-15 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-09-005025,portalinmobiliario,SANTIAGO,Metropolitana,420000,11.35,27.4,2024-09-18 00:00:00.000000,2024-09-29 00:00:00.000000,departamento,arriendo,agency
PI-2024-09-004456,portalinmobiliario,Providencia,Metropolitana,735000,19.86,35.0,2024-05-21 00:00:00.000000,2024-09-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-09-004010,portalinmobiliario,Las Condes,Metropolitana,935000,25.27,41.2,2024-09-21 00:00:00.000000,2024-09-29 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2024-09-002261,portalinmobiliario,Santiago,Metropolitana,655000,17.7,63.9,2024-09-05 00:00:00.000000,2024-09-15 00:00:00.000000,departamento,arriendo,agency
PI-2024-09-002766,portalinmobiliario,PROVIDENCIA,Metropolitana,825000,22.3,42.0,2024-08-21 00:00:00.000000,2024-09-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2024-09-002539,portalinmobiliario,Las Condes,Metropolitana,885000,23.92,45.1,2024-08-31 00:00:00.000000,2024-09-15 00:00:00.000000,departamento,arriendo,agency
PI-2024-09-003014,portalinmobiliario,La Florida,Metropolitana,785000,21.22,72.2,2024-03-08 00:00:00.000000,2024-09-22 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2024-09-002056,portalinmobiliario,Quilicura,Metropolitana,475000,12.84,50.8,2024-09-14 00:00:00.000000,2024-09-15 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-09-002532,portalinmobiliario,macul,Metropolitana,605000,16.35,45.3,2024-08-23 00:00:00.000000,2024-09-15 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2024-09-000852,portalinmobiliario,La Cisterna,Metropolitana,510000,13.78,63.6,2024-08-04 00:00:00.000000,2024-09-01 00:00:00.000000,departamento,arriendo,owner_direct
PI-2024-09-000457,portalinmobiliario,La Reina,Metropolitana,1170000,31.62,98.6,2024-07-29 00:00:00.000000,2024-09-01 00:00:00.000000,departamento,arriendo,owner_direct
PI-2024-09-004919,portalinmobiliario,La Cisterna,Metropolitana,415000,11.22,26.9,2024-08-19 00:00:00.000000,2024-09-29 00:00:00.000000,Departamento,Arriendo,owner_direct
PI-2024-09-000586,portalinmobiliario,Vitacura,Metropolitana,1025000,27.7,48.4,2024-08-13 00:00:00.000000,2024-09-01 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-09-001165,portalinmobiliario,La Reina,Metropolitana,855000,23.11,53.1,2024-08-25 00:00:00.000000,2024-09-08 00:00:00.000000,departamento,Arriendo,agency
PI-2024-09-004066,portalinmobiliario,Estación Central,Metropolitana,550000,14.86,42.6,2024-08-21 00:00:00.000000,2024-09-29 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2024-09-003925,portalinmobiliario,Providencia,Metropolitana,865000,23.38,48.7,2024-09-13 00:00:00.000000,2024-09-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-09-001636,portalinmobiliario,Estación Central,Metropolitana,665000,17.97,67.8,2024-08-20 00:00:00.000000,2024-09-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-09-000322,portalinmobiliario,Macul,Metropolitana,735000,19.86,55.3,2024-08-12 00:00:00.000000,2024-09-01 00:00:00.000000,Departamento,Arriendo,agency
PI-2024-09-000625,portalinmobiliario,Puente Alto,Metropolitana,445000,12.03,48.5,2024-07-24 00:00:00.000000,2024-09-01 00:00:00.000000,departamento,Arriendo,agency
PI-2024-09-003469,portalinmobiliario,Conchalí,Metropolitana,485000,13.11,51.3,2024-08-03 00:00:00.000000,2024-09-22 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2024-09-004532,portalinmobiliario,Santiago,Metropolitana,630000,17.03,41.6,2024-09-14 00:00:00.000000,2024-09-29 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2024-09-003566,portalinmobiliario,Santiago,Metropolitana,510000,13.78,46.3,2024-09-05 00:00:00.000000,2024-09-22 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2024-09-001941,portalinmobiliario,San Miguel,Metropolitana,665000,17.97,63.0,2024-08-24 00:00:00.000000,2024-09-15 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2024-09-004810,portalinmobiliario,Conchalí,Metropolitana,380000,10.27,29.8,2024-09-17 00:00:00.000000,2024-09-29 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-09-001657,portalinmobiliario,Macul,Metropolitana,465000,12.57,40.7,2024-08-03 00:00:00.000000,2024-09-08 00:00:00.000000,departamento,Arriendo,agency
PI-2024-09-002883,portalinmobiliario,Cerrillos ,Metropolitana,455000,12.3,28.1,2024-08-23 00:00:00.000000,2024-09-15 00:00:00.000000,departamento,Arriendo,agency
PI-2024-09-000160,portalinmobiliario,Conchalí,Metropolitana,350000,9.46,25.6,2024-08-22 00:00:00.000000,2024-09-01 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2024-09-000193,portalinmobiliario,LA FLORIDA,Metropolitana,600000,16.22,72.2,2024-08-13 00:00:00.000000,2024-09-01 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2024-09-000085,portalinmobiliario,La Florida,Metropolitana,580000,15.68,59.2,2024-07-31 00:00:00.000000,2024-09-01 00:00:00.000000,departamento,arriendo,agency
PI-2024-09-000936,portalinmobiliario,Providencia,Metropolitana,965000,26.08,43.2,2024-08-26 00:00:00.000000,2024-09-08 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2024-09-001418,portalinmobiliario,Macul,Metropolitana,415000,11.22,30.0,2024-08-29 00:00:00.000000,2024-09-08 00:00:00.000000,departamento,ARRIENDO,agency
PI-2024-09-001973,portalinmobiliario,La Florida,Metropolitana,395000,10.68,42.7,2024-08-20 00:00:00.000000,2024-09-15 00:00:00.000000,Departamento,Arriendo,agency
PI-2024-09-001990,portalinmobiliario,Providencia,Metropolitana,980000,26.49,47.1,2024-09-06 00:00:00.000000,2024-09-15 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2024-09-003110,portalinmobiliario,Ñuñoa,Metropolitana,790000,21.35,57.6,2024-09-17 00:00:00.000000,2024-09-22 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2024-09-002932,portalinmobiliario,Santiago,Metropolitana,535000,14.46,45.9,2024-08-07 00:00:00.000000,2024-09-22 00:00:00.000000,departamento,Arriendo,agency
PI-2024-09-002274,portalinmobiliario,La Cisterna,Metropolitana,560000,15.14,55.7,2024-09-03 00:00:00.000000,2024-09-15 00:00:00.000000,Departamento,arriendo,agency
PI-2024-09-003609,portalinmobiliario,Estación Central,Metropolitana,530000,14.32,51.3,2024-09-01 00:00:00.000000,2024-09-22 00:00:00.000000,departamento,ARRIENDO,agency
PI-2024-09-004026,portalinmobiliario,Las Condes,Metropolitana,14030000,379.19,999.0,2024-08-31 00:00:00.000000,2024-09-29 00:00:00.000000,departamento,arriendo,agency
PI-2024-09-000740,portalinmobiliario,Estación Central,Metropolitana,540000,14.59,44.9,2024-08-20 00:00:00.000000,2024-09-01 00:00:00.000000,departamento,arriendo,agency
PI-2024-09-005113,portalinmobiliario,Estación Central,Metropolitana,495000,13.38,55.9,2024-08-11 00:00:00.000000,2024-09-29 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2024-09-003280,portalinmobiliario,Macul,Metropolitana,520000,14.05,39.5,2024-09-08 00:00:00.000000,2024-09-22 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2024-09-005043,portalinmobiliario,Ñuñoa,Metropolitana,1155000,31.22,103.4,2024-03-20 00:00:00.000000,2024-09-29 00:00:00.000000,Departamento,arriendo,agency
PI-2024-09-003410,portalinmobiliario,la florida,Metropolitana,7115000,192.3,50.6,2024-09-19 00:00:00.000000,2024-09-22 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-09-000202,portalinmobiliario,Macul,Metropolitana,605000,16.35,46.4,2024-05-22 00:00:00.000000,2024-09-01 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2024-09-001285,portalinmobiliario,Ñuñoa,Metropolitana,460000,12.43,22.8,2024-08-18 00:00:00.000000,2024-09-08 00:00:00.000000,departamento,arriendo,owner_direct
PI-2024-09-002205,portalinmobiliario,Estación Central,Metropolitana,390000,10.54,33.9,2024-08-22 00:00:00.000000,2024-09-15 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2024-09-003224,portalinmobiliario,Puente Alto,Metropolitana,450000,12.16,50.0,2024-08-18 00:00:00.000000,2024-09-22 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-09-005019,portalinmobiliario,Santiago,Metropolitana,435000,11.76,30.6,2024-08-25 00:00:00.000000,2024-09-29 00:00:00.000000,departamento,Arriendo,agency
PI-2024-09-003477,portalinmobiliario,Providencia,Metropolitana,1095000,29.59,55.3,2024-08-17 00:00:00.000000,2024-09-22 00:00:00.000000,Departamento,Arriendo,agency
PI-2024-09-000036,portalinmobiliario,Estación Central,Metropolitana,465000,12.57,43.4,2024-08-04 00:00:00.000000,2024-09-01 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2024-09-003650,portalinmobiliario,Macul,Metropolitana,550000,,42.7,2024-08-19 00:00:00.000000,2024-09-22 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2024-09-002755,portalinmobiliario,Macul,Metropolitana,790000,21.35,54.4,2024-07-30 00:00:00.000000,2024-09-15 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2024-09-001677,portalinmobiliario,La Florida,Metropolitana,725000,19.59,88.0,2024-03-16 00:00:00.000000,2024-09-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-09-003836,portalinmobiliario,Huechuraba,Metropolitana,570000,15.41,28.1,2024-09-23 00:00:00.000000,2024-09-29 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-09-001551,portalinmobiliario,Maipú,Metropolitana,470000,12.7,40.7,2024-08-14 00:00:00.000000,2024-09-08 00:00:00.000000,departamento,arriendo,agency
PI-2024-09-001134,portalinmobiliario,Las Condes,Metropolitana,1690000,45.68,99.0,2024-08-09 00:00:00.000000,2024-09-08 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2024-09-001726,portalinmobiliario,Santiago,Metropolitana,610000,16.49,49.4,2024-09-01 00:00:00.000000,2024-09-08 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2024-09-004071,portalinmobiliario,La Reina,Metropolitana,1045000,28.24,63.8,2024-08-19 00:00:00.000000,2024-09-29 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-09-004855,portalinmobiliario,Ñuñoa,Metropolitana,735000,19.86,49.5,2024-08-31 00:00:00.000000,2024-09-29 00:00:00.000000,Departamento,arriendo,agency
PI-2024-09-001666,portalinmobiliario,Huechuraba,Metropolitana,745000,20.14,55.8,2024-08-12 00:00:00.000000,2024-09-08 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2024-09-002781,portalinmobiliario,Conchalí,Metropolitana,495000,13.38,45.1,2024-08-22 00:00:00.000000,2024-09-15 00:00:00.000000,Departamento,arriendo,agency
PI-2024-09-000003,portalinmobiliario,Independencia,Metropolitana,490000,13.24,41.8,2024-08-15 00:00:00.000000,2024-09-01 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-09-004984,portalinmobiliario,Las Condes,Metropolitana,1280000,34.59,52.3,2024-07-27 00:00:00.000000,2024-09-29 00:00:00.000000,Departamento,ARRIENDO,agency
PI-2024-09-004255,portalinmobiliario,La Florida,Metropolitana,655000,17.7,56.6,2024-09-02 00:00:00.000000,2024-09-29 00:00:00.000000,departamento,arriendo,agency
PI-2024-09-003904,portalinmobiliario,Ñuñoa,Metropolitana,540000,,27.2,2024-09-12 00:00:00.000000,2024-09-29 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2024-09-003456,portalinmobiliario,Peñalolén,Metropolitana,450000,12.16,29.7,2024-04-29 00:00:00.000000,2024-09-22 00:00:00.000000,departamento,Arriendo,agency
PI-2024-09-001142,portalinmobiliario,Maipú,Metropolitana,670000,18.11,78.0,2024-09-02 00:00:00.000000,2024-09-08 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2024-09-003212,portalinmobiliario,Puente Alto,Metropolitana,460000,12.43,36.8,2024-08-07 00:00:00.000000,2024-09-22 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2024-09-002827,portalinmobiliario,Peñalolén,Metropolitana,660000,17.84,65.9,2024-04-17 00:00:00.000000,2024-09-15 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2024-09-002965,portalinmobiliario,San Joaquín,Metropolitana,755000,20.41,78.0,2024-09-06 00:00:00.000000,2024-09-22 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2024-09-000482,portalinmobiliario,Providencia,Metropolitana,715000,19.32,35.4,2024-07-09 00:00:00.000000,2024-09-01 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2024-09-000690,portalinmobiliario,Santiago,Metropolitana,590000,15.95,45.8,2024-07-20 00:00:00.000000,2024-09-01 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2024-09-003523,portalinmobiliario,Santiago,Metropolitana,800000,21.62,74.2,2024-09-07 00:00:00.000000,2024-09-22 00:00:00.000000,departamento,arriendo,agency
PI-2024-09-000050,portalinmobiliario,Ñuñoa,Metropolitana,625000,16.89,30.6,2024-08-13 00:00:00.000000,2024-09-01 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2024-09-001506,portalinmobiliario,Estación Central,Metropolitana,1570000,42.43,64.2,2024-08-15 00:00:00.000000,2024-09-08 00:00:00.000000,departamento,ARRIENDO,agency
PI-2024-09-000137,portalinmobiliario,Cerrillos,Metropolitana,585000,15.81,62.1,2024-06-29 00:00:00.000000,2024-09-01 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2024-09-000109,portalinmobiliario,Ñuñoa,Metropolitana,675000,18.24,33.1,2024-07-30 00:00:00.000000,2024-09-01 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2024-09-004500,portalinmobiliario,La Cisterna,Metropolitana,520000,14.05,52.1,2024-09-11 00:00:00.000000,2024-09-29 00:00:00.000000,departamento,arriendo,agency
PI-2024-09-003374,portalinmobiliario,Estación Central,Metropolitana,325000,8.78,30.3,2024-08-20 00:00:00.000000,2024-09-22 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2024-09-002918,portalinmobiliario,Las Condes,Metropolitana,910000,24.59,37.0,2024-09-01 00:00:00.000000,2024-09-15 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2024-09-000524,portalinmobiliario,Ñuñoa,Metropolitana,720000,19.46,47.3,2024-08-05 00:00:00.000000,2024-09-01 00:00:00.000000,departamento,arriendo,agency
PI-2024-09-004240,portalinmobiliario,San Miguel,Metropolitana,575000,15.54,50.0,2024-09-18 00:00:00.000000,2024-09-29 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2024-09-005086,portalinmobiliario,Santiago,Metropolitana,655000,17.7,51.3,2024-09-28 00:00:00.000000,2024-09-29 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2024-09-003525,portalinmobiliario,Lo Barnechea,Metropolitana,1290000,34.86,98.0,2024-08-01 00:00:00.000000,2024-09-22 00:00:00.000000,Departamento,Arriendo,agency
PI-2024-09-000027,portalinmobiliario,La Florida,Metropolitana,695000,18.78,60.2,2024-08-11 00:00:00.000000,2024-09-01 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2024-09-004297,portalinmobiliario,Peñalolén,Metropolitana,425000,11.49,25.0,2024-09-28 00:00:00.000000,2024-09-29 00:00:00.000000,DEPARTAMENTO,Arriendo,owner_direct
PI-2024-09-001864,portalinmobiliario,Cerrillos,Metropolitana,380000,10.27,32.3,2024-08-22 00:00:00.000000,2024-09-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,owner_direct
PI-2024-09-001914,portalinmobiliario,Vitacura,Metropolitana,2160000,58.38,110.9,2024-08-03 00:00:00.000000,2024-09-15 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-09-001730,portalinmobiliario,Estación Central,Metropolitana,530000,14.32,49.7,2024-08-27 00:00:00.000000,2024-09-08 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2024-09-003195,portalinmobiliario,Las Condes,Metropolitana,1030000,27.84,55.4,2024-09-09 00:00:00.000000,2024-09-22 00:00:00.000000,departamento,Arriendo,agency
PI-2024-09-000704,portalinmobiliario,Santiago,Metropolitana,585000,15.81,40.8,2024-08-10 00:00:00.000000,2024-09-01 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2024-09-002854,portalinmobiliario,Independencia,Metropolitana,460000,12.43,36.2,2024-08-18 00:00:00.000000,2024-09-15 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2024-09-004228,portalinmobiliario,Santiago,Metropolitana,590000,15.95,48.4,2024-08-20 00:00:00.000000,2024-09-29 00:00:00.000000,Departamento,Arriendo,agency
PI-2024-09-000094,portalinmobiliario,Maipú,Metropolitana,870000,23.51,106.4,2024-08-21 00:00:00.000000,2024-09-01 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2024-09-003517,portalinmobiliario,Conchalí,Metropolitana,510000,13.78,46.1,2024-09-17 00:00:00.000000,2024-09-22 00:00:00.000000,departamento,arriendo,agency
PI-2024-09-000823,portalinmobiliario,Macul,Metropolitana,445000,12.03,45.7,2024-08-20 00:00:00.000000,2024-09-01 00:00:00.000000,DEPARTAMENTO,arriendo,agency
PI-2024-09-002928,portalinmobiliario,Ñuñoa,Metropolitana,750000,20.27,49.4,2024-06-09 00:00:00.000000,2024-09-15 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2024-09-003842,portalinmobiliario,Quinta Normal,Metropolitana,655000,17.7,83.8,2024-09-04 00:00:00.000000,2024-09-29 00:00:00.000000,Departamento,arriendo,owner_direct
PI-2024-09-000007,portalinmobiliario,Pudahuel,Metropolitana,740000,20.0,84.3,2024-08-06 00:00:00.000000,2024-09-01 00:00:00.000000,departamento,Arriendo,agency
PI-2024-09-001797,portalinmobiliario,Las Condes,Metropolitana,9075000,245.27,50.3,2024-08-20 00:00:00.000000,2024-09-08 00:00:00.000000,DEPARTAMENTO,arriendo,owner_direct
PI-2024-09-003352,portalinmobiliario,San Miguel,Metropolitana,520000,14.05,31.8,2024-09-08 00:00:00.000000,2024-09-22 00:00:00.000000,Departamento,arriendo,agency
PI-2024-09-001102,portalinmobiliario,Cerrillos,Metropolitana,525000,14.19,54.7,2024-08-18 00:00:00.000000,2024-09-08 00:00:00.000000,Departamento,ARRIENDO,owner_direct
PI-2024-09-001109,portalinmobiliario,Quinta Normal,Metropolitana,505000,13.65,51.2,2024-07-25 00:00:00.000000,2024-09-08 00:00:00.000000,DEPARTAMENTO,ARRIENDO,agency
PI-2024-09-000752,portalinmobiliario,Las Condes,Metropolitana,1000000,27.03,44.2,2024-07-15 00:00:00.000000,2024-09-01 00:00:00.000000,departamento,Arriendo,agency
PI-2024-09-004848,portalinmobiliario,Macul,Metropolitana,580000,15.68,36.1,2024-08-18 00:00:00.000000,2024-09-29 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2024-09-003522,portalinmobiliario,Estación Central,Metropolitana,495000,13.38,47.1,2024-08-06 00:00:00.000000,2024-09-22 00:00:00.000000,departamento,ARRIENDO,owner_direct
PI-2024-09-002743,portalinmobiliario,Santiago,Metropolitana,810000,21.89,58.0,2024-08-08 00:00:00.000000,2024-09-15 00:00:00.000000,Departamento,Arriendo,agency
PI-2024-09-004871,portalinmobiliario,La Florida,Metropolitana,735000,19.86,78.3,2024-09-15 00:00:00.000000,2024-09-29 00:00:00.000000,DEPARTAMENTO,Arriendo,agency
PI-2024-09-004725,portalinmobiliario,Independencia,Metropolitana,445000,12.03,45.7,2024-09-13 00:00:00.000000,2024-09-29 00:00:00.000000,departamento,Arriendo,owner_direct
PI-2024-09-005109,portalinmobiliario,Ñuñoa,Metropolitana,860000,23.24,41.7,2024-09-18 00:00:00.000000,2024-09-29 00:00:00.000000,Departamento,Arriendo,owner_direct
